EntryID	OrganismName	Kingdom	SequenceLength	HelixDomain
Q94BS2	Arabidopsis thaliana	Viridiplantae	335	False
Q09349	Caenorhabditis elegans	Metazoa	984	False
P32504	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	956	False
Q64702	Mus musculus	Metazoa	925	False
Q9W1X4	Drosophila melanogaster	Metazoa	1711	False
P35729	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1037	False
P40075	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	244	False
P40548	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	159	False
Q9Y0E4	Drosophila melanogaster	Metazoa	2262	False
P0C0A9	Rattus norvegicus	Metazoa	76	False
A4GSN8	Arabidopsis thaliana	Viridiplantae	2093	False
P40477	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1460	False
Q8K3W3	Mus musculus	Metazoa	698	False
Q56X52	Arabidopsis thaliana	Viridiplantae	351	False
Q3KN41	Drosophila melanogaster	Metazoa	1840	False
P32499	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	720	False
P40368	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	713	False
H2KYS8	Caenorhabditis elegans	Metazoa	1107	True
Q8R4T1	Mus musculus	Metazoa	145	False
Q80ZQ9	Mus musculus	Metazoa	193	False
Q62733	Rattus norvegicus	Metazoa	452	False
Q8R4T5	Rattus norvegicus	Metazoa	394	False
Q8R5A3	Mus musculus	Metazoa	670	False
A0A075TMP0	Penicillium expansum	Fungi	340	False
A0A075TRC0	Penicillium expansum	Fungi	1776	False
A0A075TXZ1	Penicillium expansum	Fungi	324	False
K7WDL7	Catharanthus roseus	Viridiplantae	388	False
M4IRL4	Humulus lupulus	Viridiplantae	573	False
Q8CII8	Mus musculus	Metazoa	388	False
Q9WU70	Rattus norvegicus	Metazoa	1152	False
P26434	Rattus norvegicus	Metazoa	717	False
Q9R0N6	Mus musculus	Metazoa	395	False
Q9ZVJ3	Arabidopsis thaliana	Viridiplantae	550	False
P36161	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1157	False
P52891	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	726	False
Q9ASS2	Arabidopsis thaliana	Viridiplantae	601	False
P17119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	729	False
Q03200	Oryza sativa subsp. japonica	Viridiplantae	128	False
Q9STF2	Arabidopsis thaliana	Viridiplantae	510	False
Q9VN45	Drosophila melanogaster	Metazoa	553	False
Q9ET80	Mus musculus	Metazoa	660	False
G5ECN5	Caenorhabditis elegans	Metazoa	388	False
Q1KPV0	Arabidopsis thaliana	Viridiplantae	912	False
Q9M0Z3	Arabidopsis thaliana	Viridiplantae	776	False
Q9ESE1	Mus musculus	Metazoa	2856	False
Q9XVI2	Caenorhabditis elegans	Metazoa	811	False
O70200	Mus musculus	Metazoa	147	False
Q62261	Mus musculus	Metazoa	2363	False
Q9R1L5	Mus musculus	Metazoa	1570	False
A1Z7A8	Drosophila melanogaster	Metazoa	634	False
P53369	Rattus norvegicus	Metazoa	156	False
P34077	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	839	False
Q99LM3	Mus musculus	Metazoa	459	False
O70404	Mus musculus	Metazoa	101	False
Q9Z309	Mus musculus	Metazoa	187	False
G5EGU9	Caenorhabditis elegans	Metazoa	558	False
P0C6S7	Rattus norvegicus	Metazoa	1260	False
P52593	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1655	False
Q02630	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1113	False
Q03790	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	475	False
Q12315	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	538	False
Q69ZQ1	Mus musculus	Metazoa	716	False
Q9W4X9	Drosophila melanogaster	Metazoa	721	False
P14907	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	823	False
P40064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1391	False
P46673	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	744	False
P48837	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	541	False
P49793	Rattus norvegicus	Metazoa	1816	False
P70582	Rattus norvegicus	Metazoa	510	False
Q23529	Caenorhabditis elegans	Metazoa	777	False
P40457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1679	False
Q9WTW1	Rattus norvegicus	Metazoa	1043	False
P57680	Mus musculus	Metazoa	1005	True
P40345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	661	True
Q9JJ28	Mus musculus	Metazoa	1271	False
Q9LE82	Arabidopsis thaliana	Viridiplantae	535	False
O80796	Arabidopsis thaliana	Viridiplantae	330	False
Q6NVG5	Mus musculus	Metazoa	214	False
Q9CZX7	Mus musculus	Metazoa	257	False
Q8W4D6	Arabidopsis thaliana	Viridiplantae	598	False
G5EEH9	Caenorhabditis elegans	Metazoa	1678	False
Q24246	Drosophila melanogaster	Metazoa	663	False
Q9VXE6	Drosophila melanogaster	Metazoa	1883	False
Q19253	Caenorhabditis elegans	Metazoa	592	False
Q6P7B7	Rattus norvegicus	Metazoa	404	True
Q9JL04	Mus musculus	Metazoa	1578	False
Q9XIE2	Arabidopsis thaliana	Viridiplantae	1469	False
P52591	Rattus norvegicus	Metazoa	1199	True
Q80WE4	Mus musculus	Metazoa	1774	False
Q80WL1	Rattus norvegicus	Metazoa	549	False
P53159	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	387	False
Q9V463	Drosophila melanogaster	Metazoa	1365	False
Q9GYU8	Drosophila melanogaster	Metazoa	702	False
I3PB37	Petunia hybrida	Viridiplantae	544	False
Q9N1F5	Sus scrofa	Metazoa	241	False
Q9M591	Arabidopsis thaliana	Viridiplantae	409	False
P62331	Mus musculus	Metazoa	175	False
Q9QZM5	Rattus norvegicus	Metazoa	476	False
Q9V466	Drosophila melanogaster	Metazoa	845	False
Q8VWF1	Arabidopsis thaliana	Viridiplantae	368	False
Q4FZC9	Mus musculus	Metazoa	975	False
Q05515	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	481	False
P70460	Mus musculus	Metazoa	375	False
Q6P8X9	Mus musculus	Metazoa	189	False
Q8K3G9	Mus musculus	Metazoa	662	False
Q9WUM4	Mus musculus	Metazoa	474	False
Q920Q0	Rattus norvegicus	Metazoa	383	False
Q9VT04	Drosophila melanogaster	Metazoa	471	True
Q66HL2	Rattus norvegicus	Metazoa	509	False
Q811A2	Rattus norvegicus	Metazoa	172	False
Q06616	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221	False
Q9WV31	Mus musculus	Metazoa	396	False
Q5S006	Mus musculus	Metazoa	2527	False
Q9SEL5	Arabidopsis thaliana	Viridiplantae	222	False
Q18508	Caenorhabditis elegans	Metazoa	1784	False
Q62384	Mus musculus	Metazoa	459	False
Q9U1S7	Caenorhabditis elegans	Metazoa	716	True
Q3V0Q6	Mus musculus	Metazoa	470	False
Q7JRE4	Drosophila melanogaster	Metazoa	650	False
H2L006	Caenorhabditis elegans	Metazoa	451	True
Q8R4F0	Mus musculus	Metazoa	553	True
Q9BLG3	Dictyostelium discoideum	Other	431	True
A0A0S2UWC9	Petunia hybrida	Viridiplantae	249	False
D3KY98	Carapichea ipecacuanha	Viridiplantae	350	False
G4SLH0	Caenorhabditis elegans	Metazoa	18562	False
Q66L44	Mus musculus	Metazoa	698	False
A0A075TRB3	Penicillium expansum	Fungi	259	False
C8VSZ2	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	370	False
Q12062	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	Fungi	643	False
Q7YTB0	Bombyx mori	Metazoa	661	False
Q9USP0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	341	False
Q58DZ9	Rattus norvegicus	Metazoa	258	False
P47069	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	682	False
P98078	Mus musculus	Metazoa	766	False
P32500	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	655	False
Q08931	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133	False
A1Z8P9	Drosophila melanogaster	Metazoa	2346	False
Q6A078	Mus musculus	Metazoa	2472	False
Q8BMD2	Mus musculus	Metazoa	852	False
Q8BG07	Mus musculus	Metazoa	503	False
Q63472	Rattus norvegicus	Metazoa	962	False
Q94AN2	Arabidopsis thaliana	Viridiplantae	700	True
M9MRD1	Drosophila melanogaster	Metazoa	12345	False
Q9U3F4	Caenorhabditis elegans	Metazoa	603	False
Q9VV74	Drosophila melanogaster	Metazoa	226	False
P15387	Rattus norvegicus	Metazoa	857	False
A0A0B5L781	Penicillium brevicompactum	Fungi	398	False
H9A1V3	Cannabis sativa	Viridiplantae	720	False
P87017	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	Fungi	278	False
Q95T12	Drosophila melanogaster	Metazoa	194	True
Q9JII1	Mus musculus	Metazoa	647	False
P20240	Drosophila melanogaster	Metazoa	424	False
Q9VKB9	Drosophila melanogaster	Metazoa	1341	False
Q9D5V6	Mus musculus	Metazoa	365	False
Q3URD3	Mus musculus	Metazoa	845	False
Q5RHB5	Danio rerio	Metazoa	1447	False
Q04491	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	297	False
Q80WE1	Rattus norvegicus	Metazoa	593	False
Q96DY5	Mus musculus	Metazoa	654	False
Q9D2A5	Mus musculus	Metazoa	370	False
O76329	Dictyostelium discoideum	Other	1738	False
O74560	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	636	False
P11799	Gallus gallus	Metazoa	1906	False
Q00278	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	Fungi	271	False
P12294	Saccharomyces cerevisiae	Fungi	476	False
Q10423	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	258	False
Q581T1	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	2167	False
O42855	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	303	False
O24164	Nicotiana tabacum	Viridiplantae	504	False
Q4QAU9	Leishmania major	Other	549	False
Q6C354	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	520	False
Q6CLY8	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	Fungi	368	False
Q86MA2	Trypanosoma brucei brucei	Other	743	False
Q86MV5	Trypanosoma brucei brucei	Other	487	False
Q8WQX5	Trypanosoma brucei brucei	Other	976	False
Q94IN5	Euglena gracilis	Other	1803	False
Q10341	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	504	False
Q384Y1	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	929	False
Q5EU90	Euglena gracilis	Other	539	False
Q8IEG9	Plasmodium falciparum (isolate 3D7)	Other	408	False
Q9YH58	Gallus gallus	Metazoa	541	False
O14275	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	931	False
O74356	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	585	False
P15505	Gallus gallus	Metazoa	1004	False
P86924	Trypanosoma brucei brucei	Other	416	False
Q585P3	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	524	False
Q60415	Cricetulus griseus	Metazoa	299	False
J9VLJ9	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	154	False
Q02038	Sus scrofa	Metazoa	704	False
P78965	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	464	False
E9P8D2	Saccharomyces cerevisiae	Fungi	229	False
O59858	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	158	False
P16580	Gallus gallus	Metazoa	373	False
Q1XG89	Bombyx mori	Metazoa	1759	False
Q7SH52	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	1168	False
C7AJA4	Trypanosoma brucei brucei	Other	406	False
P22572	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	453	False
P80147	Sus scrofa	Metazoa	500	False
Q9UTL6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	225	False
Q57UZ7	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	550	False
Q587E3	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	735	False
Q41142	Ricinus communis	Viridiplantae	808	False
C6TA59	Glycine max	Viridiplantae	214	False
O94427	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	424	False
D3J162	Medicago truncatula	Viridiplantae	541	False
O02696	Sus scrofa	Metazoa	877	False
Q42876	Solanum lycopersicum	Viridiplantae	569	False
Q42736	Flaveria pringlei	Viridiplantae	956	False
O96693	Plasmodium falciparum (isolate HB3)	Other	488	False
Q6TAS3	Solanum lycopersicum	Viridiplantae	902	False
A0A0F7G352	Vanilla planifolia	Viridiplantae	356	False
G1UH28	Punica granatum	Viridiplantae	299	False
P19824	Chlamydomonas reinhardtii	Viridiplantae	375	False
P41348	Spinacia oleracea	Viridiplantae	144	False
Q383Q5	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	209	False
B6HLU1	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	3746	False
P20398	Xenopus laevis	Metazoa	591	False
A0A2Z5GDY5	Lotus japonicus	Viridiplantae	658	False
O13807	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1072	False
O13919	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1075	False
O42978	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	80	False
O43114	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	455	False
O74113	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	638	False
O74511	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	838	False
P0CS82	Saccharomyces cerevisiae	Fungi	1483	False
P50531	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	606	False
P87231	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	608	False
Q09808	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	152	False
Q10274	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	390	False
Q59LY1	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	422	False
Q5AL36	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	269	False
Q5AP80	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	785	False
Q6BDR8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	300	False
Q8JFY9	Xenopus laevis	Metazoa	292	False
Q93YF5	Nicotiana tabacum	Viridiplantae	704	False
Q9C103	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	735	False
Q9UQY9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	429	False
Q9UT72	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	205	False
Q9UTH9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	617	False
A0A1D5PRR9	Gallus gallus	Metazoa	2041	False
A0A1D8PN96	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	981	False
O13351	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	117	False
O13911	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	408	False
O14350	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	181	False
O59800	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	354	False
O74804	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	490	False
O74958	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	488	False
O94326	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	609	False
O94397	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	344	False
P17429	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	876	False
P36011	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	622	False
P40848	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	991	False
Q10059	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1841	False
Q257B3	Trypanosoma brucei brucei	Other	345	False
Q40477	Nicotiana tabacum	Viridiplantae	225	False
Q57X81	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	1077	False
Q59RL7	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	853	False
Q6GNV6	Xenopus laevis	Metazoa	856	False
Q8QFR4	Xenopus laevis	Metazoa	211	False
Q9HGK2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	216	False
Q9P7T4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1019	False
Q9U6M1	Leishmania tarentolae	Other	827	False
Q9UUD1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	900	False
Q9Y804	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	703	False
D3YN49	Xenopus laevis	Metazoa	316	False
I1RC73	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	Fungi	492	False
O13722	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	450	False
O59676	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	359	False
O60094	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	959	False
O74365	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	865	False
O74462	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	452	False
O74563	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	680	False
O74880	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	360	False
P01129	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	767	False
P22194	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	332	False
P40380	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	230	False
P87176	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	269	False
Q09685	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	411	False
Q38AH0	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	370	False
Q5A287	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	805	False
Q800K6	Xenopus laevis	Metazoa	1513	False
Q9UUB6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	300	False
A2XFC1	Oryza sativa subsp. indica	Viridiplantae	442	False
A7TUE1	Medicago truncatula	Viridiplantae	513	False
O13826	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	254	False
O13983	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1063	False
O14036	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	115	False
O14215	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	454	False
O59836	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	545	False
P10069	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	432	False
P21228	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	821	False
P28040	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1405	False
P43079	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	656	False
P52890	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	566	False
P87074	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	778	False
P87233	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	461	False
Q01981	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	416	False
Q09750	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1522	False
Q10164	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1275	False
Q10990	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	490	False
Q53EK2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	232	False
Q6E434	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	485	False
Q92355	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1687	False
Q9P6R0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	492	False
Q9UTR8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	712	False
Q9Y7U4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	328	False
Q9Y802	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1000	False
O13936	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	990	False
O42709	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	593	False
O94444	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	243	False
O94603	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	948	False
P32372	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	648	False
P40847	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	254	False
P40923	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	201	False
P87174	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	210	False
Q02099	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	2386	False
Q08B36	Xenopus laevis	Metazoa	374	False
Q10178	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1205	False
Q1MTN9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	544	False
Q1MTQ0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	692	False
Q230X8	Tetrahymena thermophila (strain SB210)	Other	423	False
Q4PIR3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	250	False
Q5AK51	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	714	False
Q9UTE3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	620	False
Q9UUM2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	971	False
P55241	Zea mays	Viridiplantae	516	False
Q584D1	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	639	False
Q6P9H5	Homo sapiens	Metazoa	292	False
Q8N7A1	Homo sapiens	Metazoa	406	False
Q08047	Zea mays	Viridiplantae	799	False
P22068	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	525	False
P80269	Solanum tuberosum	Viridiplantae	229	False
K4CWS6	Solanum lycopersicum	Viridiplantae	470	False
O13848	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	284	False
O42649	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1194	False
O60097	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	526	False
O74518	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	336	False
O74854	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	872	False
O74954	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	613	False
O94446	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	463	False
O94609	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1012	False
O94632	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	773	False
P21135	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	301	False
P40995	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	872	False
P53692	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1140	False
P54345	Chlamydomonas reinhardtii	Viridiplantae	156	False
P54789	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	707	False
P70033	Xenopus laevis	Metazoa	435	False
P79083	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	328	False
Q01663	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	552	False
Q09823	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	791	False
Q5AP95	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	517	False
Q764M6	Sus scrofa	Metazoa	419	False
Q99MI9	Cricetulus longicaudatus	Metazoa	692	False
Q9P7P2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	528	False
Q9UTJ8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1285	False
Q9Y7Q6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	147	False
A0A2K8FQU5	Catharanthus roseus	Viridiplantae	436	False
J9VI03	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	2377	False
O13326	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	429	False
O13777	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	217	False
O13985	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	512	False
O14174	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	473	False
O14216	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	337	False
O42661	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	117	False
O59748	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	335	False
O74944	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	547	False
O74986	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	294	False
P13280	Oryctolagus cuniculus	Metazoa	333	False
P36626	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	561	False
P36631	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	468	False
P47979	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	404	False
P78753	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	557	False
Q09142	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	535	False
Q09728	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	411	False
Q10337	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	849	False
Q4WJ81	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	754	False
Q5A4H5	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	731	False
Q9P6N2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	229	False
Q9USM3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	418	False
Q9USU3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	878	False
Q9USV1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	299	False
Q9Y7L8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	292	False
Q9Y817	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1297	False
Q9Y8G3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	596	False
